investor_id,total_sips,avg_gap_days,max_gap_days,status
INV003772,9,34.5,72.0,Consistent
INV003773,3,106.0,122.0,High Risk / Stopped
INV003774,1,,,Irregular
INV003775,6,74.0,151.0,High Risk / Stopped
INV003776,1,,,Irregular
INV003777,1,,,Irregular
INV003778,5,90.25,156.0,High Risk / Stopped
INV003779,6,76.4,160.0,High Risk / Stopped
INV003780,8,57.42857142857143,135.0,Irregular
INV003781,7,64.83333333333333,199.0,High Risk / Stopped
INV003782,5,88.0,192.0,High Risk / Stopped
INV003783,5,53.75,73.0,Irregular
INV003784,1,,,Irregular
INV003785,6,74.2,160.0,High Risk / Stopped
INV003786,2,46.0,46.0,Irregular
INV003787,9,63.25,178.0,High Risk / Stopped
INV003788,3,123.5,145.0,High Risk / Stopped
INV003789,3,174.5,328.0,High Risk / Stopped
INV003791,5,54.5,140.0,Irregular
INV003792,4,67.0,98.0,High Risk / Stopped
INV003793,7,72.33333333333333,203.0,High Risk / Stopped
INV003794,2,236.0,236.0,High Risk / Stopped
INV003795,7,67.66666666666667,122.0,High Risk / Stopped
INV003796,1,,,Irregular
INV003797,3,52.5,74.0,Irregular
INV003798,5,42.75,105.0,Irregular
INV003799,5,79.25,133.0,High Risk / Stopped
INV003800,3,191.0,330.0,High Risk / Stopped
INV003801,4,119.33333333333333,208.0,High Risk / Stopped
INV003802,1,,,Irregular
INV003803,2,48.0,48.0,Irregular
INV003804,2,97.0,97.0,High Risk / Stopped
INV003805,2,185.0,185.0,High Risk / Stopped
INV003806,5,103.75,337.0,High Risk / Stopped
INV003807,1,,,Irregular
INV003808,3,33.5,45.0,Irregular
INV003809,2,84.0,84.0,High Risk / Stopped
INV003810,2,253.0,253.0,High Risk / Stopped
INV003811,7,78.66666666666667,141.0,High Risk / Stopped
INV003812,7,50.833333333333336,174.0,Irregular
INV003813,6,82.2,122.0,High Risk / Stopped
INV003814,2,164.0,164.0,High Risk / Stopped
INV003815,7,72.5,217.0,High Risk / Stopped
INV003816,2,13.0,13.0,Irregular
INV003817,2,119.0,119.0,High Risk / Stopped
INV003818,2,248.0,248.0,High Risk / Stopped
INV003819,4,69.0,118.0,High Risk / Stopped
INV003820,3,211.0,379.0,High Risk / Stopped
INV003821,4,87.66666666666667,151.0,High Risk / Stopped
INV003822,4,77.0,128.0,High Risk / Stopped
INV003823,5,71.75,154.0,High Risk / Stopped
INV003824,7,71.5,196.0,High Risk / Stopped
INV003825,6,81.2,99.0,High Risk / Stopped
INV003826,1,,,Irregular
INV003827,1,,,Irregular
INV003828,7,30.666666666666668,109.0,Consistent
INV003829,10,48.55555555555556,159.0,Irregular
INV003830,6,71.4,115.0,High Risk / Stopped
INV003831,1,,,Irregular
INV003832,4,110.33333333333333,187.0,High Risk / Stopped
INV003833,4,60.333333333333336,121.0,High Risk / Stopped
INV003834,4,88.0,123.0,High Risk / Stopped
INV003835,4,73.66666666666667,147.0,High Risk / Stopped
INV003836,5,81.75,123.0,High Risk / Stopped
INV003837,1,,,Irregular
INV003839,2,139.0,139.0,High Risk / Stopped
INV003840,3,64.5,66.0,High Risk / Stopped
INV003842,1,,,Irregular
INV003844,7,68.5,197.0,High Risk / Stopped
INV003845,3,83.0,132.0,High Risk / Stopped
INV003846,5,103.25,329.0,High Risk / Stopped
INV003847,8,50.0,66.0,Irregular
INV003848,4,96.33333333333333,183.0,High Risk / Stopped
INV003849,6,77.2,146.0,High Risk / Stopped
INV003850,1,,,Irregular
INV003851,7,57.833333333333336,121.0,Irregular
INV003852,2,273.0,273.0,High Risk / Stopped
INV003853,5,114.5,391.0,High Risk / Stopped
INV003854,3,95.0,185.0,High Risk / Stopped
INV003855,3,64.0,66.0,High Risk / Stopped
INV003856,4,68.33333333333333,156.0,High Risk / Stopped
INV003857,1,,,Irregular
INV003858,4,114.0,209.0,High Risk / Stopped
INV003859,3,79.5,100.0,High Risk / Stopped
INV003860,6,46.0,72.0,Irregular
INV003862,7,60.166666666666664,184.0,High Risk / Stopped
INV003863,2,471.0,471.0,High Risk / Stopped
INV003864,3,177.0,197.0,High Risk / Stopped
INV003865,7,85.16666666666667,235.0,High Risk / Stopped
INV003866,1,,,Irregular
INV003867,2,156.0,156.0,High Risk / Stopped
INV003868,6,87.6,264.0,High Risk / Stopped
INV003869,4,145.66666666666666,210.0,High Risk / Stopped
INV003871,1,,,Irregular
INV003872,9,45.375,85.0,Irregular
INV003873,3,199.5,215.0,High Risk / Stopped
INV003874,5,25.0,30.0,Irregular
INV003875,1,,,Irregular
INV003876,6,77.6,160.0,High Risk / Stopped
INV003877,4,83.0,207.0,High Risk / Stopped
INV003878,5,43.25,108.0,Irregular
INV003879,2,243.0,243.0,High Risk / Stopped
INV003880,8,68.57142857142857,193.0,High Risk / Stopped
INV003881,1,,,Irregular
INV003882,4,138.66666666666666,332.0,High Risk / Stopped
INV003883,5,49.25,102.0,Irregular
INV003884,4,23.0,33.0,Irregular
INV003885,6,71.6,281.0,High Risk / Stopped
INV003886,1,,,Irregular
INV003887,3,174.0,332.0,High Risk / Stopped
INV003888,5,115.75,141.0,High Risk / Stopped
INV003889,1,,,Irregular
INV003891,4,73.66666666666667,94.0,High Risk / Stopped
INV003892,10,55.22222222222222,114.0,Irregular
INV003893,2,308.0,308.0,High Risk / Stopped
INV003894,2,162.0,162.0,High Risk / Stopped
INV003895,1,,,Irregular
INV003896,6,82.0,255.0,High Risk / Stopped
INV003897,6,71.6,144.0,High Risk / Stopped
INV003898,2,386.0,386.0,High Risk / Stopped
INV003899,5,103.0,262.0,High Risk / Stopped
INV003900,2,92.0,92.0,High Risk / Stopped
INV003901,5,90.5,228.0,High Risk / Stopped
INV003902,5,94.5,186.0,High Risk / Stopped
INV003903,8,50.285714285714285,130.0,Irregular
INV003904,3,94.0,162.0,High Risk / Stopped
INV003905,7,62.5,103.0,High Risk / Stopped
INV003906,10,55.111111111111114,115.0,Irregular
INV003907,5,54.0,98.0,Irregular
INV003908,4,39.0,91.0,Irregular
INV003909,3,131.5,147.0,High Risk / Stopped
INV003910,4,48.333333333333336,80.0,Irregular
INV003911,5,113.0,244.0,High Risk / Stopped
INV003912,6,68.6,195.0,High Risk / Stopped
INV003913,8,61.42857142857143,136.0,High Risk / Stopped
INV003914,1,,,Irregular
INV003915,1,,,Irregular
INV003916,6,67.2,114.0,High Risk / Stopped
INV003917,2,294.0,294.0,High Risk / Stopped
INV003918,5,108.75,179.0,High Risk / Stopped
INV003919,2,315.0,315.0,High Risk / Stopped
INV003920,8,66.85714285714286,132.0,High Risk / Stopped
INV003921,2,90.0,90.0,High Risk / Stopped
INV003923,1,,,Irregular
INV003924,2,231.0,231.0,High Risk / Stopped
INV003925,5,102.5,236.0,High Risk / Stopped
INV003926,4,159.33333333333334,214.0,High Risk / Stopped
INV003927,1,,,Irregular
INV003928,4,113.66666666666667,281.0,High Risk / Stopped
INV003931,2,258.0,258.0,High Risk / Stopped
INV003932,4,76.33333333333333,175.0,High Risk / Stopped
INV003933,1,,,Irregular
INV003934,2,82.0,82.0,High Risk / Stopped
INV003935,1,,,Irregular
INV003936,6,89.6,227.0,High Risk / Stopped
INV003937,3,84.0,94.0,High Risk / Stopped
INV003938,7,52.5,110.0,Irregular
INV003939,2,159.0,159.0,High Risk / Stopped
INV003940,7,70.66666666666667,151.0,High Risk / Stopped
INV003941,3,153.0,284.0,High Risk / Stopped
INV003942,5,94.0,181.0,High Risk / Stopped
INV003943,9,42.5,88.0,Irregular
INV003944,1,,,Irregular
INV003945,7,56.333333333333336,175.0,Irregular
INV003946,7,69.16666666666667,147.0,High Risk / Stopped
INV003947,4,84.66666666666667,125.0,High Risk / Stopped
INV003948,7,43.666666666666664,101.0,Irregular
INV003949,4,95.33333333333333,178.0,High Risk / Stopped
INV003950,3,84.0,141.0,High Risk / Stopped
INV003951,5,113.5,189.0,High Risk / Stopped
INV003952,7,54.666666666666664,95.0,Irregular
INV003953,2,153.0,153.0,High Risk / Stopped
INV003954,4,105.66666666666667,192.0,High Risk / Stopped
INV003955,5,78.5,213.0,High Risk / Stopped
INV003956,3,167.0,316.0,High Risk / Stopped
INV003957,4,152.33333333333334,187.0,High Risk / Stopped
INV003958,6,85.6,133.0,High Risk / Stopped
INV003959,1,,,Irregular
INV003960,4,126.66666666666667,166.0,High Risk / Stopped
INV003961,4,157.66666666666666,177.0,High Risk / Stopped
INV003962,8,68.71428571428571,302.0,High Risk / Stopped
INV003963,4,48.666666666666664,70.0,Irregular
INV003964,10,51.22222222222222,130.0,Irregular
INV003965,1,,,Irregular
INV003966,2,38.0,38.0,Irregular
INV003967,3,182.0,328.0,High Risk / Stopped
INV003968,6,92.4,209.0,High Risk / Stopped
INV003969,2,175.0,175.0,High Risk / Stopped
INV003970,4,66.66666666666667,108.0,High Risk / Stopped
INV003971,4,81.0,154.0,High Risk / Stopped
INV003972,6,84.2,224.0,High Risk / Stopped
INV003973,5,64.5,128.0,High Risk / Stopped
INV003974,5,77.75,205.0,High Risk / Stopped
INV003975,8,50.142857142857146,125.0,Irregular
INV003976,3,176.5,224.0,High Risk / Stopped
INV003977,5,85.75,149.0,High Risk / Stopped
INV003978,8,68.14285714285714,209.0,High Risk / Stopped
INV003979,8,56.0,123.0,Irregular
INV003980,2,94.0,94.0,High Risk / Stopped
INV003981,7,67.66666666666667,237.0,High Risk / Stopped
INV003982,2,15.0,15.0,Irregular
INV003984,3,37.0,40.0,Irregular
INV003985,6,93.0,191.0,High Risk / Stopped
INV003986,4,110.33333333333333,241.0,High Risk / Stopped
INV003987,5,72.25,96.0,High Risk / Stopped
INV003988,1,,,Irregular
INV003989,4,83.0,159.0,High Risk / Stopped
INV003990,1,,,Irregular
INV003991,2,286.0,286.0,High Risk / Stopped
INV003992,4,68.0,113.0,High Risk / Stopped
INV003993,3,115.5,170.0,High Risk / Stopped
INV003994,1,,,Irregular
INV003995,4,84.33333333333333,229.0,High Risk / Stopped
INV003996,6,95.2,244.0,High Risk / Stopped
INV003997,5,91.5,205.0,High Risk / Stopped
INV003998,3,143.5,219.0,High Risk / Stopped
INV003999,1,,,Irregular
INV004000,1,,,Irregular
INV004001,8,40.285714285714285,123.0,Irregular
INV004002,1,,,Irregular
INV004003,4,109.66666666666667,215.0,High Risk / Stopped
INV004004,10,40.77777777777778,88.0,Irregular
INV004005,7,73.66666666666667,314.0,High Risk / Stopped
INV004006,5,46.5,78.0,Irregular
INV004007,7,38.833333333333336,102.0,Irregular
INV004008,3,169.0,196.0,High Risk / Stopped
INV004009,8,62.285714285714285,87.0,High Risk / Stopped
INV004011,4,130.0,192.0,High Risk / Stopped
INV004012,5,109.75,208.0,High Risk / Stopped
INV004014,9,61.875,182.0,High Risk / Stopped
INV004015,6,88.0,190.0,High Risk / Stopped
INV004016,3,113.5,119.0,High Risk / Stopped
INV004017,7,40.5,85.0,Irregular
INV004018,5,79.25,144.0,High Risk / Stopped
INV004019,5,87.25,229.0,High Risk / Stopped
INV004020,1,,,Irregular
INV004021,1,,,Irregular
INV004022,1,,,Irregular
INV004023,10,52.0,93.0,Irregular
INV004024,5,99.25,306.0,High Risk / Stopped
INV004025,3,143.0,269.0,High Risk / Stopped
INV004026,5,94.5,249.0,High Risk / Stopped
INV004027,2,173.0,173.0,High Risk / Stopped
INV004028,5,101.75,205.0,High Risk / Stopped
INV004029,1,,,Irregular
INV004030,5,121.25,149.0,High Risk / Stopped
INV004031,2,72.0,72.0,High Risk / Stopped
INV004032,4,115.33333333333333,217.0,High Risk / Stopped
INV004033,3,98.0,122.0,High Risk / Stopped
INV004034,1,,,Irregular
INV004035,3,77.0,118.0,High Risk / Stopped
INV004036,1,,,Irregular
INV004037,6,74.6,137.0,High Risk / Stopped
INV004038,7,71.66666666666667,207.0,High Risk / Stopped
INV004039,2,198.0,198.0,High Risk / Stopped
INV004040,4,85.0,131.0,High Risk / Stopped
INV004041,2,172.0,172.0,High Risk / Stopped
INV004042,1,,,Irregular
INV004043,3,152.5,231.0,High Risk / Stopped
INV004044,3,86.0,123.0,High Risk / Stopped
INV004045,5,68.25,128.0,High Risk / Stopped
INV004046,3,145.0,151.0,High Risk / Stopped
INV004047,1,,,Irregular
INV004048,1,,,Irregular
INV004049,6,48.2,83.0,Irregular
INV004050,4,83.66666666666667,167.0,High Risk / Stopped
INV004051,5,91.0,127.0,High Risk / Stopped
INV004052,3,242.0,309.0,High Risk / Stopped
INV004053,1,,,Irregular
INV004054,1,,,Irregular
INV004055,1,,,Irregular
INV004056,3,153.0,214.0,High Risk / Stopped
INV004057,1,,,Irregular
INV004058,3,134.5,244.0,High Risk / Stopped
INV004059,2,345.0,345.0,High Risk / Stopped
INV004060,1,,,Irregular
INV004061,3,91.0,152.0,High Risk / Stopped
INV004062,2,386.0,386.0,High Risk / Stopped
INV004063,8,56.57142857142857,167.0,Irregular
INV004064,4,152.66666666666666,215.0,High Risk / Stopped
INV004065,1,,,Irregular
INV004066,7,75.16666666666667,319.0,High Risk / Stopped
INV004067,4,123.66666666666667,152.0,High Risk / Stopped
INV004068,2,153.0,153.0,High Risk / Stopped
INV004069,6,74.0,196.0,High Risk / Stopped
INV004070,7,67.66666666666667,170.0,High Risk / Stopped
INV004071,4,125.33333333333333,205.0,High Risk / Stopped
INV004072,1,,,Irregular
INV004073,5,93.75,148.0,High Risk / Stopped
INV004074,3,47.0,54.0,Irregular
INV004075,5,102.75,256.0,High Risk / Stopped
INV004076,5,95.25,186.0,High Risk / Stopped
INV004077,3,96.5,102.0,High Risk / Stopped
INV004078,4,123.33333333333333,189.0,High Risk / Stopped
INV004079,7,71.33333333333333,164.0,High Risk / Stopped
INV004080,4,132.0,185.0,High Risk / Stopped
INV004081,3,247.5,411.0,High Risk / Stopped
INV004082,3,32.0,59.0,Irregular
INV004083,1,,,Irregular
INV004084,3,12.0,12.0,Irregular
INV004085,7,68.33333333333333,260.0,High Risk / Stopped
INV004086,1,,,Irregular
INV004088,1,,,Irregular
INV004089,2,294.0,294.0,High Risk / Stopped
INV004090,3,43.0,75.0,Irregular
INV004091,6,73.6,240.0,High Risk / Stopped
INV004092,1,,,Irregular
INV004093,1,,,Irregular
INV004094,6,55.8,167.0,Irregular
INV004095,2,335.0,335.0,High Risk / Stopped
INV004096,5,97.5,160.0,High Risk / Stopped
INV004097,3,152.5,245.0,High Risk / Stopped
INV004098,6,58.2,87.0,Irregular
INV004099,6,58.8,174.0,Irregular
INV004100,2,22.0,22.0,Irregular
INV004101,1,,,Irregular
INV004102,4,68.33333333333333,124.0,High Risk / Stopped
INV004103,1,,,Irregular
INV004104,5,100.75,148.0,High Risk / Stopped
INV004105,2,155.0,155.0,High Risk / Stopped
INV004106,6,55.8,151.0,Irregular
INV004107,2,11.0,11.0,Irregular
INV004108,4,105.0,165.0,High Risk / Stopped
INV004109,5,89.25,197.0,High Risk / Stopped
INV004110,2,32.0,32.0,Irregular
INV004111,1,,,Irregular
INV004112,6,55.2,112.0,Irregular
INV004113,2,104.0,104.0,High Risk / Stopped
INV004114,4,40.333333333333336,76.0,Irregular
INV004115,3,78.5,111.0,High Risk / Stopped
INV004116,10,54.888888888888886,117.0,Irregular
INV004117,3,37.5,75.0,Irregular
INV004118,6,64.6,161.0,High Risk / Stopped
INV004119,6,73.2,237.0,High Risk / Stopped
INV004120,4,88.0,173.0,High Risk / Stopped
INV004121,2,185.0,185.0,High Risk / Stopped
INV004122,2,136.0,136.0,High Risk / Stopped
INV004123,6,85.0,138.0,High Risk / Stopped
INV004124,6,63.8,193.0,High Risk / Stopped
INV004125,9,61.625,142.0,High Risk / Stopped
INV004126,1,,,Irregular
INV004127,6,87.6,190.0,High Risk / Stopped
INV004128,6,67.2,156.0,High Risk / Stopped
INV004129,2,175.0,175.0,High Risk / Stopped
INV004130,2,180.0,180.0,High Risk / Stopped
INV004131,5,98.25,230.0,High Risk / Stopped
INV004132,3,70.5,135.0,High Risk / Stopped
INV004133,3,106.5,188.0,High Risk / Stopped
INV004134,6,35.4,54.0,Irregular
INV004135,10,50.111111111111114,164.0,Irregular
INV004137,5,25.75,45.0,Irregular
INV004138,5,93.0,148.0,High Risk / Stopped
INV004139,2,317.0,317.0,High Risk / Stopped
INV004140,3,237.5,470.0,High Risk / Stopped
INV004142,5,87.25,236.0,High Risk / Stopped
INV004143,6,97.0,280.0,High Risk / Stopped
INV004144,2,82.0,82.0,High Risk / Stopped
INV004145,6,66.2,144.0,High Risk / Stopped
INV004146,6,88.2,253.0,High Risk / Stopped
INV004147,6,72.2,136.0,High Risk / Stopped
INV004148,5,101.75,186.0,High Risk / Stopped
INV004149,6,50.2,130.0,Irregular
INV004151,8,63.142857142857146,197.0,High Risk / Stopped
INV004152,5,67.0,131.0,High Risk / Stopped
INV004153,8,60.0,125.0,Irregular
INV004154,12,46.72727272727273,90.0,Irregular
INV004155,1,,,Irregular
INV004156,1,,,Irregular
INV004157,3,130.5,235.0,High Risk / Stopped
INV004158,1,,,Irregular
INV004159,4,76.0,188.0,High Risk / Stopped
INV004160,4,149.66666666666666,358.0,High Risk / Stopped
INV004161,3,183.0,260.0,High Risk / Stopped
INV004162,3,157.5,300.0,High Risk / Stopped
INV004163,4,60.666666666666664,161.0,High Risk / Stopped
INV004164,2,76.0,76.0,High Risk / Stopped
INV004165,2,212.0,212.0,High Risk / Stopped
INV004166,2,102.0,102.0,High Risk / Stopped
INV004167,1,,,Irregular
INV004168,2,74.0,74.0,High Risk / Stopped
INV004169,3,146.5,184.0,High Risk / Stopped
INV004170,1,,,Irregular
INV004171,2,79.0,79.0,High Risk / Stopped
INV004172,8,63.0,196.0,High Risk / Stopped
INV004173,4,166.33333333333334,322.0,High Risk / Stopped
INV004174,6,86.6,195.0,High Risk / Stopped
INV004175,8,67.85714285714286,133.0,High Risk / Stopped
INV004176,1,,,Irregular
INV004177,8,45.42857142857143,117.0,Irregular
INV004178,5,117.75,285.0,High Risk / Stopped
INV004179,6,71.2,129.0,High Risk / Stopped
INV004180,2,13.0,13.0,Irregular
INV004181,6,93.4,245.0,High Risk / Stopped
INV004182,2,46.0,46.0,Irregular
INV004183,4,23.333333333333332,47.0,Irregular
INV004184,5,90.5,151.0,High Risk / Stopped
INV004185,5,62.25,105.0,High Risk / Stopped
INV004186,2,21.0,21.0,Irregular
INV004187,2,27.0,27.0,Irregular
INV004188,1,,,Irregular
INV004189,2,275.0,275.0,High Risk / Stopped
INV004190,4,90.0,211.0,High Risk / Stopped
INV004191,7,77.16666666666667,310.0,High Risk / Stopped
INV004192,3,9.5,15.0,Irregular
INV004193,2,5.0,5.0,Irregular
INV004194,3,111.0,206.0,High Risk / Stopped
INV004195,2,156.0,156.0,High Risk / Stopped
INV004196,7,78.33333333333333,219.0,High Risk / Stopped
INV004197,3,187.0,218.0,High Risk / Stopped
INV004198,2,168.0,168.0,High Risk / Stopped
INV004199,6,58.2,138.0,Irregular
INV004200,1,,,Irregular
INV004201,1,,,Irregular
INV004202,9,47.625,114.0,Irregular
INV004203,8,66.57142857142857,113.0,High Risk / Stopped
INV004204,3,27.0,40.0,Irregular
INV004205,5,96.25,164.0,High Risk / Stopped
INV004206,1,,,Irregular
INV004207,2,8.0,8.0,Irregular
INV004208,6,73.4,156.0,High Risk / Stopped
INV004209,1,,,Irregular
INV004210,4,53.666666666666664,77.0,Irregular
INV004211,2,390.0,390.0,High Risk / Stopped
INV004212,7,69.33333333333333,169.0,High Risk / Stopped
INV004213,1,,,Irregular
INV004214,3,101.0,184.0,High Risk / Stopped
INV004215,2,40.0,40.0,Irregular
INV004216,7,82.0,195.0,High Risk / Stopped
INV004217,1,,,Irregular
INV004220,3,109.5,177.0,High Risk / Stopped
INV004221,1,,,Irregular
INV004222,4,86.0,141.0,High Risk / Stopped
INV004223,5,119.25,311.0,High Risk / Stopped
INV004224,5,35.5,77.0,Irregular
INV004225,5,50.25,91.0,Irregular
INV004226,4,120.66666666666667,176.0,High Risk / Stopped
INV004227,2,42.0,42.0,Irregular
INV004228,7,72.33333333333333,112.0,High Risk / Stopped
INV004229,3,155.5,163.0,High Risk / Stopped
INV004230,2,203.0,203.0,High Risk / Stopped
INV004231,5,105.0,223.0,High Risk / Stopped
INV004232,6,71.4,232.0,High Risk / Stopped
INV004233,2,55.0,55.0,Irregular
INV004234,1,,,Irregular
INV004235,1,,,Irregular
INV004236,2,23.0,23.0,Irregular
INV004237,5,114.75,215.0,High Risk / Stopped
INV004238,3,41.0,52.0,Irregular
INV004239,8,61.142857142857146,130.0,High Risk / Stopped
INV004240,5,101.25,179.0,High Risk / Stopped
INV004241,10,53.666666666666664,117.0,Irregular
INV004242,2,133.0,133.0,High Risk / Stopped
INV004243,8,55.714285714285715,131.0,Irregular
INV004244,2,102.0,102.0,High Risk / Stopped
INV004246,7,34.166666666666664,64.0,Consistent
INV004247,6,87.2,274.0,High Risk / Stopped
INV004248,7,42.666666666666664,93.0,Irregular
INV004249,1,,,Irregular
INV004250,3,109.0,214.0,High Risk / Stopped
INV004251,1,,,Irregular
INV004252,5,97.0,288.0,High Risk / Stopped
INV004253,4,167.66666666666666,354.0,High Risk / Stopped
INV004254,4,143.0,409.0,High Risk / Stopped
INV004255,1,,,Irregular
INV004256,3,213.5,410.0,High Risk / Stopped
INV004257,4,98.66666666666667,135.0,High Risk / Stopped
INV004258,7,49.666666666666664,105.0,Irregular
INV004259,3,116.5,157.0,High Risk / Stopped
INV004260,1,,,Irregular
INV004261,3,237.0,247.0,High Risk / Stopped
INV004262,3,139.0,151.0,High Risk / Stopped
INV004263,5,114.0,149.0,High Risk / Stopped
INV004264,3,173.5,298.0,High Risk / Stopped
INV004265,5,105.25,180.0,High Risk / Stopped
INV004266,7,61.833333333333336,101.0,High Risk / Stopped
INV004267,7,53.333333333333336,109.0,Irregular
INV004268,3,94.0,127.0,High Risk / Stopped
INV004269,1,,,Irregular
INV004270,7,69.66666666666667,204.0,High Risk / Stopped
INV004271,6,79.8,157.0,High Risk / Stopped
INV004272,5,35.5,98.0,Irregular
INV004273,4,69.33333333333333,112.0,High Risk / Stopped
INV004274,4,138.66666666666666,275.0,High Risk / Stopped
INV004275,1,,,Irregular
INV004276,3,32.0,34.0,Irregular
INV004277,5,112.25,161.0,High Risk / Stopped
INV004278,5,94.0,255.0,High Risk / Stopped
INV004279,8,50.285714285714285,116.0,Irregular
INV004280,4,60.0,101.0,Irregular
INV004281,8,41.714285714285715,93.0,Irregular
INV004282,8,52.857142857142854,105.0,Irregular
INV004283,5,70.25,194.0,High Risk / Stopped
INV004284,2,136.0,136.0,High Risk / Stopped
INV004285,7,76.16666666666667,169.0,High Risk / Stopped
INV004287,5,52.5,129.0,Irregular
INV004288,7,72.83333333333333,223.0,High Risk / Stopped
INV004289,11,45.9,201.0,Irregular
INV004290,5,110.25,264.0,High Risk / Stopped
INV004291,2,145.0,145.0,High Risk / Stopped
INV004293,6,81.8,142.0,High Risk / Stopped
INV004294,3,166.5,258.0,High Risk / Stopped
INV004295,9,44.75,119.0,Irregular
INV004296,6,102.2,304.0,High Risk / Stopped
INV004297,9,41.875,82.0,Irregular
INV004298,5,76.5,198.0,High Risk / Stopped
INV004299,8,64.14285714285714,175.0,High Risk / Stopped
INV004300,4,54.666666666666664,118.0,Irregular
INV004301,3,107.5,212.0,High Risk / Stopped
INV004302,4,113.66666666666667,238.0,High Risk / Stopped
INV004303,4,76.33333333333333,115.0,High Risk / Stopped
INV004304,3,160.0,228.0,High Risk / Stopped
INV004305,3,133.0,135.0,High Risk / Stopped
INV004306,7,57.0,118.0,Irregular
INV004307,5,75.75,139.0,High Risk / Stopped
INV004308,7,84.66666666666667,244.0,High Risk / Stopped
INV004309,1,,,Irregular
INV004310,3,145.0,248.0,High Risk / Stopped
INV004311,1,,,Irregular
INV004312,1,,,Irregular
INV004313,3,68.5,87.0,High Risk / Stopped
INV004314,6,83.0,195.0,High Risk / Stopped
INV004315,1,,,Irregular
INV004316,4,55.0,126.0,Irregular
INV004317,1,,,Irregular
INV004318,5,99.5,227.0,High Risk / Stopped
INV004319,9,60.5,275.0,High Risk / Stopped
INV004320,5,96.75,336.0,High Risk / Stopped
INV004321,9,42.0,84.0,Irregular
INV004322,3,145.0,179.0,High Risk / Stopped
INV004323,1,,,Irregular
INV004324,7,77.66666666666667,173.0,High Risk / Stopped
INV004326,10,40.111111111111114,78.0,Irregular
INV004328,3,215.0,290.0,High Risk / Stopped
INV004329,3,201.5,306.0,High Risk / Stopped
INV004330,2,107.0,107.0,High Risk / Stopped
INV004331,1,,,Irregular
INV004332,8,64.71428571428571,149.0,High Risk / Stopped
INV004333,3,55.0,93.0,Irregular
INV004334,4,127.33333333333333,276.0,High Risk / Stopped
INV004335,8,64.42857142857143,104.0,High Risk / Stopped
INV004336,4,119.66666666666667,210.0,High Risk / Stopped
INV004337,2,6.0,6.0,Irregular
INV004338,10,48.888888888888886,209.0,Irregular
INV004339,5,113.0,250.0,High Risk / Stopped
INV004340,6,67.8,252.0,High Risk / Stopped
INV004341,5,98.25,153.0,High Risk / Stopped
INV004342,5,97.0,198.0,High Risk / Stopped
INV004343,6,63.0,190.0,High Risk / Stopped
INV004345,5,63.25,172.0,High Risk / Stopped
INV004346,3,126.0,231.0,High Risk / Stopped
INV004347,5,83.0,175.0,High Risk / Stopped
INV004348,6,52.2,120.0,Irregular
INV004349,7,72.5,159.0,High Risk / Stopped
INV004350,3,140.5,145.0,High Risk / Stopped
INV004351,2,275.0,275.0,High Risk / Stopped
INV004352,4,85.0,118.0,High Risk / Stopped
INV004353,5,56.0,115.0,Irregular
INV004354,4,99.33333333333333,174.0,High Risk / Stopped
INV004355,1,,,Irregular
INV004356,6,30.8,81.0,Consistent
INV004357,8,72.42857142857143,305.0,High Risk / Stopped
INV004358,8,45.857142857142854,87.0,Irregular
INV004359,2,110.0,110.0,High Risk / Stopped
INV004360,5,64.25,132.0,High Risk / Stopped
INV004361,8,61.57142857142857,124.0,High Risk / Stopped
INV004362,5,58.75,190.0,Irregular
INV004363,4,116.66666666666667,215.0,High Risk / Stopped
INV004364,6,80.6,173.0,High Risk / Stopped
INV004365,5,88.75,300.0,High Risk / Stopped
INV004366,4,83.66666666666667,134.0,High Risk / Stopped
INV004367,6,81.6,194.0,High Risk / Stopped
INV004368,5,81.0,182.0,High Risk / Stopped
INV004369,5,51.5,108.0,Irregular
INV004370,1,,,Irregular
INV004371,3,130.5,242.0,High Risk / Stopped
INV004372,6,59.2,155.0,Irregular
INV004373,1,,,Irregular
INV004374,5,88.0,144.0,High Risk / Stopped
INV004375,4,111.0,169.0,High Risk / Stopped
INV004376,4,95.0,167.0,High Risk / Stopped
INV004377,4,118.66666666666667,166.0,High Risk / Stopped
INV004378,3,167.0,255.0,High Risk / Stopped
INV004379,3,76.0,132.0,High Risk / Stopped
INV004380,3,133.5,212.0,High Risk / Stopped
INV004381,4,124.66666666666667,253.0,High Risk / Stopped
INV004382,2,261.0,261.0,High Risk / Stopped
INV004383,1,,,Irregular
INV004384,4,31.666666666666668,75.0,Irregular
INV004385,1,,,Irregular
INV004386,1,,,Irregular
INV004387,2,93.0,93.0,High Risk / Stopped
INV004388,5,28.5,49.0,Irregular
INV004389,1,,,Irregular
INV004390,1,,,Irregular
INV004391,6,57.0,96.0,Irregular
INV004392,6,90.4,200.0,High Risk / Stopped
INV004393,3,115.0,176.0,High Risk / Stopped
INV004394,2,260.0,260.0,High Risk / Stopped
INV004395,1,,,Irregular
INV004398,3,144.0,205.0,High Risk / Stopped
INV004399,1,,,Irregular
INV004400,8,46.57142857142857,104.0,Irregular
INV004401,8,69.85714285714286,216.0,High Risk / Stopped
INV004402,1,,,Irregular
INV004403,6,73.6,150.0,High Risk / Stopped
INV004404,2,165.0,165.0,High Risk / Stopped
INV004406,2,99.0,99.0,High Risk / Stopped
